problem_id,problem_title,problem_solved,category,submit_id,user_id,result,memory,time,language,code
1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547812,symmons,맞았습니다!!,32412,40,Python 3,"a,b = map(int, input().split())

print(a+b)"
1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547794,cooing1030,런타임 에러 (EOFError),,,Python 3,"a = input(int())
b = input(int())
input(a)
input(b)
print(a+b)"
1000번,A+B,38.554%,"수학, 구현, 사칙연산",91547684,id06sms,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a+b)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91577058,yunsuk224,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())

print(a-b)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91577001,ketarubot,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a-b)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576970,yunsuk224,런타임 에러 (TypeError),,,Python 3,"a, b = map(int(input().split()))

print(a-b)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576881,yunsuk224,런타임 에러 (TypeError),,,Python 3,"a, b = int(input().split())

print(f'{a-b}')"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576849,yunsuk224,컴파일 에러,,,Python 3,"a, b = int(input().split())

print(f'{a-b}'')"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576424,kaiodog,맞았습니다!!,32412,32,Python 3,"A, B = map(int, input().split( ))
print(A-B)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576239,25010627,런타임 에러 (ValueError),,,Python 3,"A=int(input(""number1=""))
B=int(input(""number2=""))
print(A-B)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576154,leemin0618,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input(). split( ))
print(A-B)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91576142,leemin0618,틀렸습니다,,,Python 3,"A, B = map(int, input(). split( ))
print(A+B)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91575921,bobobo,맞았습니다!!,32412,44,Python 3,"a, b = map(int, input().split())
print(a-b) 

"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91575484,taejin3941,맞았습니다!!,32412,40,Python 3,"a = input()
a = a.split(' ')
print(int(a[0]) - int(a[1]))"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91573987,algo1040,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a-b)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91573553,chyunjin06,맞았습니다!!,32412,48,Python 3,"A,B=map(int, input().split())
    
print(A-B)"
1001번,A-B,69.115%,"수학, 구현, 사칙연산",91573539,chyunjin06,컴파일 에러,,,Python 3,"A,B=map(int, input().split())
    
    print(A-B)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91576919,taejin3941,맞았습니다!!,32412,40,Python 3,"a = input()
a = a.split(' ')
print(int(a[0])/int(a[1]))"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91576789,helen717,맞았습니다!!,32412,40,Python 3,"a, b = map(int, input().split(' '))
c = a / b

print(c)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91576691,leemin0618,맞았습니다!!,32412,36,Python 3,"A, B = map(int, input(). split( ))
print(A/B)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91576650,kaiodog,맞았습니다!!,32544,40,Python 3,"A, B = map(int, input().split( ))
print(A/B)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91576373,a01071847356,런타임 에러 (ValueError),,,Python 3,"A = int(input())
B = int(input())
C = A/B
print(C)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91575661,min1101,맞았습니다!!,32412,44,Python 3,"a,b=input().split()
print(int(a)/int(b))"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91574815,kevin060729,맞았습니다!!,32412,36,Python 3,"A,B = map(int,input().split())

print(A/B)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91574074,algo1040,맞았습니다!!,32412,36,Python 3,"a, b = map(int, input().split())
print(a/b)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91573697,chyunjin06,맞았습니다!!,32412,40,Python 3,"a,b=map(int, input().split())

print(a/b)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91573416,kdh002567,맞았습니다!!,32412,40,Python 3,"x, y = map(int, input().split())
print(x/y)"
1008번,A/B,34.518%,"수학, 구현, 사칙연산",91572501,sjpark0306,맞았습니다!!,32412,40,Python 3,"a, b = input().split()
a, b = int(a), int(b)
print(a/b)"
1264번,모음의 개수,53.818%,"구현, 문자열",91561693,sangou1270,맞았습니다!!,32412,32,Python 3,"def count_vowels(s):
    vowels = ""aeiouAEIOU""
    count = 0
    for char in s:
        if char in vowels:
            count += 1
    return count


while True:
    line = input().strip()
    if line == ""#"":
        break

    vowel_count = count_vowels(line)
    print(vowel_count)
"
1264번,모음의 개수,53.818%,"구현, 문자열",91561576,sangou1270,틀렸습니다,,,Python 3,"def count_vowels(text):
    # 영어 모음: a, e, i, o, u (대소문자 모두 포함)
    vowels = ""aeiouAEIOU""
    count = 0

    for char in text:
        if char in vowels:
            count += 1

    return count


text = input(""텍스트를 입력하세요: "")

vowel_count = count_vowels(text)

print(f""모음의 개수: {vowel_count}"")
"
1264번,모음의 개수,53.818%,"구현, 문자열",91557282,jasonkwon,맞았습니다!!,109544,92,PyPy3,"l = ['a','e','i','o','u','A','E','I','O','U']

while True:
    c = 0
    sen = input()
    if sen == '#':
        break
    for i in sen:
        if i in l:
            c += 1
    print(c)"
1264번,모음의 개수,53.818%,"구현, 문자열",91557281,jasonkwon,컴파일 에러,,,PyPy3,"l = ['a','e','i','o','u','A','E,'I','O','U']

while True:
    c = 0
    sen = input()
    if sen == '#':
        break
    for i in sen:
        if i in l:
            c += 1
    print(c)"
1264번,모음의 개수,53.818%,"구현, 문자열",91557234,jasonkwon,틀렸습니다,,,PyPy3,"l = ['a','e','i','o','u']

while True:
    c = 0
    sen = input()
    if sen == '#':
        break
    for i in sen:
        if i in l:
            c += 1
    print(c)
"
1264번,모음의 개수,53.818%,"구현, 문자열",91537071,gouheetae1,맞았습니다!!,32412,36,Python 3,"cnt = 0
while 1:
    list1 = list(input())
    if list1[0] == '#':
        break

    else: 
        for i in range(len(list1)):
            if list1[i] in ['a','e','i','o','u','A','E','I','O','U']:
                cnt += 1
            else : pass

        print(cnt)
        cnt = 0"
1264번,모음의 개수,53.818%,"구현, 문자열",91535559,dyddn2015,맞았습니다!!,32412,36,Python 3,"from sys import stdin

for i in stdin:
    s = i.strip()
    if s==""#"":
        break
    cnt = 0
    for k in s.lower():
        if k in ""aoieu"":
            cnt += 1
    print(cnt)"
1264번,모음의 개수,53.818%,"구현, 문자열",91523473,ljh314,맞았습니다!!,32412,32,Python 3,"while(1):
    a = input()
    b = ['a','e','i','o','u','A','E','I','O','U']
    if a==""#"":
        quit()
    else:
        c=0
        for i in range(len(a)):
            if a[i] in b:
                c+=1
        print(c)"
1264번,모음의 개수,53.818%,"구현, 문자열",91519034,chl268612,맞았습니다!!,32412,32,Python 3,"while True:
    n = input()
    if n == ""#"":
        break
    else:
        a = n.lower()
        print(a.count(""a"")+a.count(""i"")+a.count(""o"")+a.count(""u"")+a.count(""e""))"
1264번,모음의 개수,53.818%,"구현, 문자열",91493796,toaur6802,맞았습니다!!,32412,32,Python 3,"import sys

vowels = {'a', 'e', 'i', 'o', 'u'}
while True:
    sentence = sys.stdin.readline().rstrip().lower()
    if sentence == '#':
        break
    cnt = 0
    for char in sentence:
        if char in vowels:
            cnt += 1
    print(cnt)

"
1264번,모음의 개수,53.818%,"구현, 문자열",91482268,altmxjrla,맞았습니다!!,32412,36,Python 3,"import sys
input = sys.stdin.readline

v = ['a','e','i','o','u']
while True:
    s = input().rstrip().lower()
    
    if s == '#':
        break
    
    cnt = 0
    for i in s:
        if i in v:
            cnt+=1
    print(cnt)"
1264번,모음의 개수,53.818%,"구현, 문자열",91480385,hackergarden,맞았습니다!!,32412,32,Python 3,"while True:
    cnt = 0
    txt = input()
    if txt == ""#"":
        break
    for c in txt:
        if c in ""aeiouAEIOU"":
            cnt += 1
    print(cnt)"
1264번,모음의 개수,53.818%,"구현, 문자열",91479130,altmxjrla,틀렸습니다,,,Python 3,"n = [""a"",""e"",""i"",""o"",""u""]
m = 0
for i in input():
    if i in n:
        m += 1
print(m)"
2083번,럭비 클럽,55.642%,구현,91541861,yanghyun0288,맞았습니다!!,32412,32,Python 3,"while True:
    name,age,weight=input().split()
    if name=='#' and int(age)==0 and int(weight)==0:
        break
    if int(age)>17 or int(weight)>=80:
        print(name,""Senior"")
    else:
        print(name,""Junior"")        
    
"
2083번,럭비 클럽,55.642%,구현,91521108,chl268612,맞았습니다!!,32412,32,Python 3,"while True:
    a,b,c = map(str,input().split())
    b1 = int(b)
    c1 = int(c)
    if a == ""#"":
        break
    else:
        if b1>17 or c1>=80:
            print(a,""Senior"")
        else:
            print(a,""Junior"")"
2083번,럭비 클럽,55.642%,구현,91520964,chl268612,틀렸습니다,,,Python 3,"while True:
    a,b,c = map(str,input().split())
    b1 = int(b)
    c1 = int(c)
    if a == ""#"":
        break
    else:
        if b1>=17 or c1>=80:
            print(a,""Senior"")
        else:
            print(a,""Junior"")"
2083번,럭비 클럽,55.642%,구현,91486681,haunikkk,맞았습니다!!,32412,32,Python 3,"while True:
    name, age, weight = input().split()
    if '#' in name:
        break
    if int(age) > 17 or int(weight) >= 80:
        print(f""{name} Senior"")
    else:
        print(f""{name} Junior"")"
2083번,럭비 클럽,55.642%,구현,91486667,haunikkk,컴파일 에러,,,Python 3,"while True:
    name, age, weight = input().split()
    if '#' in name:
        break
    if int(age) > 17 or int(weight) >= 80:
        print(f""{name} Senior"")
    else:
        print(f""{name} Junior"")
출처: https://develop247.tistory.com/209 [ImJay:티스토리]"
2083번,럭비 클럽,55.642%,구현,91479071,kkyungseo1106,맞았습니다!!,32412,36,Python 3,"import sys

while True:
    person = input().split()

    if person[0] == ""#"":
        break

    # 입력받은 정보 분리
    name = person[0]
    age = int(person[1])  
    weight = int(person[2]) 

    if age > 17 or weight >= 80:
        print(name, ""Senior"")
    else:
        print(name, ""Junior"")"
2083번,럭비 클럽,55.642%,구현,91478898,kkyungseo1106,틀렸습니다,,,Python 3,"import sys

# person : 이름, 나이, 몸무게 입력 받기
person = input().split()

# 입력받은 정보 표기
name = person[0]
age = int(person[1])
weight = int(person[2])

if age > 17 or weight >= 80 :
    print(name, ""Senior"")
else :
    print(name, ""Junior"")"
2083번,럭비 클럽,55.642%,구현,91471273,asher01,맞았습니다!!,108384,88,PyPy3,"while True:
  name, age, weight = input().split()
  if name == '#' and age == '0' and weight == '0':
    break
  if int(age) > 17 or int(weight) >= 80:
    print(f""{name} Senior"")
  else:
    print(f""{name} Junior"")"
2083번,럭비 클럽,55.642%,구현,91471044,asher01,런타임 에러 (EOFError),,,PyPy3,"while True:
  name, age, weight = input().split()
  if name == '#' and age == 0 and weight == 0:
    break
  if int(age) > 17 or int(weight) >= 80:
    print(f""{name} Senior"")
  else:
    print(f""{name} Junior"")"
2083번,럭비 클럽,55.642%,구현,91438826,hsapientia1768,맞았습니다!!,32412,32,Python 3,"while True:
    name, age, weight = input().split()
    if '#' in name:
        break
    if int(age) > 17 or int(weight) >= 80:
        print(f""{name} Senior"")
    else:
        print(f""{name} Junior"")"
2083번,럭비 클럽,55.642%,구현,91438806,hsapientia1768,컴파일 에러,,,Python 3,"while True:
    name, age, weight = input().split()
    if '#' in name:
        break
    if int(age) > 17 or int(weight) >= 80:
        print(f""{name} Senior"")
    else:
        print(f""{name} Junior"")
출처: https://develop247.tistory.com/209 [ImJay:티스토리]"
2083번,럭비 클럽,55.642%,구현,91437124,liberty2534,맞았습니다!!,32412,36,Python 3,"while True:

    Name, Age, Weight = input().split()
    Age, Weight = int(Age), int(Weight)

    if Name == ""#"" and Age == 0 and Weight == 0:
        break

    if Age > 17 or Weight >= 80:
        print(Name, ""Senior"")
    else:
        print(Name, ""Junior"")"
2083번,럭비 클럽,55.642%,구현,91434705,gksruf293,맞았습니다!!,32412,44,Python 3,"import sys
a, b, c = sys.stdin.readline().split()
while a != ""#"":
    print(a, ""Junior"" if int(b) <= 17 and int(c) < 80 else ""Senior"")
    a, b, c = sys.stdin.readline().split()"
2439번,별 찍기 - 2,56.028%,구현,91577107,rkawr99,맞았습니다!!,32412,36,Python 3,"import sys
n=int(sys.stdin.readline())
for i in range(1,n+1):
    print(' '*(n-i)+'*'*i)"
2439번,별 찍기 - 2,56.028%,구현,91577085,rkawr99,맞았습니다!!,32412,36,Python 3,"import sys
n=int(sys.stdin.readline())
for i in range(1,n+1):
    print(' '* (n-i) + '*' * i)"
2439번,별 찍기 - 2,56.028%,구현,91577020,rkawr99,출력 형식이 잘못되었습니다,,,Python 3,"import sys
n=int(sys.stdin.readline())
for i in range(1,n+1):
    print(''*(n-i)+'*'*(i))"
2439번,별 찍기 - 2,56.028%,구현,91576959,rkawr99,출력 형식이 잘못되었습니다,,,Python 3,"import sys
n=int(sys.stdin.readline())
for i in range(n):
    print(''*(n-i)+'*'*(i+1))"
2439번,별 찍기 - 2,56.028%,구현,91576945,rkawr99,출력 형식이 잘못되었습니다,,,Python 3,"import sys
n=int(sys.stdin.readline())
for i in range(n):
    print(' '*(n-i)+'*'*(i+1))"
2439번,별 찍기 - 2,56.028%,구현,91576040,arena17506310,맞았습니다!!,32412,36,Python 3,"j = int(input())

for N in range(1,j+1):
    k = j-N
    print(' '*k + '*' * N)
        "
2439번,별 찍기 - 2,56.028%,구현,91575546,arena17506310,틀렸습니다,,,Python 3,"for j in range(6):
    k = 5-j
    print(' '*k + '*' * j)
        "
2439번,별 찍기 - 2,56.028%,구현,91575129,xx0419xx,맞았습니다!!,32412,36,Python 3,"import sys

t = int(sys.stdin.readline().rstrip())

for i in range(1, t + 1):
    spaces = "" "" * (t- i)
    stars = ""*"" * i
    print(spaces + stars)
"
2439번,별 찍기 - 2,56.028%,구현,91573780,dmswl13,맞았습니다!!,32412,32,Python 3,"N=int(input())
for a in range (1,N+1):
    print("" ""*(N-a)+""*""*(a))
    
    "
2439번,별 찍기 - 2,56.028%,구현,91573721,dmswl13,출력 형식이 잘못되었습니다,,,Python 3,"N=int(input())
for a in range (N+1):
    print("" ""*(N-a)+""*""*(a))
    
    "
2439번,별 찍기 - 2,56.028%,구현,91573279,hanjinu123,맞았습니다!!,32412,36,Python 3,"N = int(input())

for i in range(1,N+1):
  print("" ""*(N-i) + ""*""*i)
"
2439번,별 찍기 - 2,56.028%,구현,91573266,hanjinu123,런타임 에러 (TypeError),,,Python 3,"N = int(input())

for i in range(1,N+1):
  print("" ""*N-i + ""*""*i)
"
2439번,별 찍기 - 2,56.028%,구현,91572607,coldsheep0512,맞았습니다!!,32412,36,Python 3,"N= int(input())
for i in range(1, N+1):
    print(' '*(N-i)+'*'*i)"
2439번,별 찍기 - 2,56.028%,구현,91572532,green97326,맞았습니다!!,32412,36,Python 3,"N = int(input())

for i in range(N):
    print((N-i-1)*"" "",(i+1)*""*"",sep = '')"
2439번,별 찍기 - 2,56.028%,구현,91572505,green97326,출력 형식이 잘못되었습니다,,,Python 3,"N = int(input())

for i in range(N):
    print((N-i+1)*"" "",(i+1)*""*"",sep = '')"
2440번,별 찍기 - 3,68.622%,구현,91568896,kwon15477,맞았습니다!!,32412,32,Python 3,"n = int(input())
for i in range(n + 1):
    print('*' *  (n - i))"
2440번,별 찍기 - 3,68.622%,구현,91550752,ohseongmin0614,맞았습니다!!,32412,36,Python 3,"i=int(input())

for j in range (i):
    for k in range (j,i):
        print(""*"",end="""")
    print("""")"
2440번,별 찍기 - 3,68.622%,구현,91550692,bb7788,맞았습니다!!,32544,32,Python 3,"N = int(input())

for i in range(N, 0, -1):
    print('*'*i)    "
2440번,별 찍기 - 3,68.622%,구현,91542517,gouheetae1,맞았습니다!!,32412,32,Python 3,"n = int(input())
for i in range(n):
    print('*'*(n-i))"
2440번,별 찍기 - 3,68.622%,구현,91542301,yanghyun0288,맞았습니다!!,32412,36,Python 3,"A=int(input())
for i in range(A):
    print(""*""*(A-i))
"
2440번,별 찍기 - 3,68.622%,구현,91536438,akfmtm1001,맞았습니다!!,32412,36,Python 3,"n = int(input())

for i in range(n) :
    s = '*' * (n-i)
    print(s)"
2440번,별 찍기 - 3,68.622%,구현,91521575,actto090411,맞았습니다!!,32412,36,Python 3,"a=int(input())
for i in range(a, -1, -1):
    print('*'*i)"
2440번,별 찍기 - 3,68.622%,구현,91521250,chl268612,맞았습니다!!,32412,36,Python 3,"n = int(input())
while n>0:
    print(""*""*n)
    n -= 1"
2440번,별 찍기 - 3,68.622%,구현,91485674,lehejo0330,맞았습니다!!,32412,36,Python 3,"N = int(input())

for i in range(N):
    print('*'*(N-i))"
2440번,별 찍기 - 3,68.622%,구현,91483842,ljh314,맞았습니다!!,32412,32,Python 3,"n = int(input())
for i in range(n):
    print(n*""*"")
    n-=1"
2440번,별 찍기 - 3,68.622%,구현,91483426,jeongha_daisy,맞았습니다!!,32412,36,Python 3,"n = int(input())
for i in range(n):
    print(f'{'*' * (n - i)}')"
2440번,별 찍기 - 3,68.622%,구현,91482931,junh54889,맞았습니다!!,108384,88,PyPy3,"n=int(input())
for i in range(n,0,-1):
    print('*'*i)
"
2440번,별 찍기 - 3,68.622%,구현,91482921,junh54889,컴파일 에러,,,PyPy3,"n=int(input())
for i in range(n,0,-1):
    print('*'*i)n=int(input())
"
2440번,별 찍기 - 3,68.622%,구현,91480839,yeonhokim2010,맞았습니다!!,32412,36,Python 3,"n = int(input())
for i in range(n, 0, -1):
  print('*'*i, end = '')
  print()"
2440번,별 찍기 - 3,68.622%,구현,91476667,hertzdrown9989,맞았습니다!!,32412,36,Python 3,"n = int(input())
for i in range(n):
    print('*'*(n-i))"
2440번,별 찍기 - 3,68.622%,구현,91468401,jhlove0527,맞았습니다!!,108384,88,PyPy3,"A = int(input())

for i in range(1, A + 1):
    print(""*"" * A)
    A -= 1 "
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91576531,justward,맞았습니다!!,32412,36,Python 3,"A,B,C = map(int,input().split())
if A==B==C:
    print(10000+A*1000)
elif B==C:
    print(1000+C*100)
elif A==B:
    print(1000+B*100)
elif A==C:
    print(1000+A*100)
else:
    print(max(A,B,C)*100)
    "
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91570913,ohseongmin0614,맞았습니다!!,32412,32,Python 3,"a, b, c = map(int, input().split())

if(a==b):
    if(b==c):
        print(10000+(a*1000))
    else:
        print(1000+(a*100))
else:
    if(b==c):
        print(1000+(c*100))
    elif(a==c):
        print(1000+(c*100))
    else:
        print(max(a, b, c)*100)
"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91570837,ohseongmin0614,틀렸습니다,,,Python 3,"a, b, c = map(int, input().split())

if(a==b):
    if(b==c):
        print(10000+(a*1000))
    else:
        print(1000+(a*100))
else:
    if(b==c):
        print(1000+(b*100))
    elif(a==b):
        print(1000+(a*100))
    else:
        print(max(a, b, c)*100)
"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91570692,yuna28011,맞았습니다!!,32412,36,Python 3,"a, b, c= map(int, input().split())

if a == b == c :
    print(10000 + a * 1000) 
elif a == b or a == c :
    print (1000 + a * 100)
elif b == c:
    print(1000 + b * 100)
else:
    print(max(a, b, c)*100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91570622,ohseongmin0614,틀렸습니다,,,Python 3,"a, b, c = map(int, input().split())

if(a==b):
    if(b==c):
        print(10000+(a*1000))
    else:
        print(1000+(a*100))
else:
    if(b==c):
        print(1000+(b*100))
    else:
        print(max(a, b, c)*100)
"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91569395,bjduart,맞았습니다!!,32412,36,Python 3,"def calculate_prize(dice):
    a, b, c = sorted(dice)
    
    if a == b == c:
        return 10000 + a * 1000
    elif a == b or b == c:
        return 1000 + b * 100
    else:
        return c * 100
    
dice = list(map(int, input().split()))
print(calculate_prize(dice))
"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91568810,math4112,맞았습니다!!,32412,36,Python 3,"a, b, c = sorted(map(int, input().split()))
if a == c:
    print(10000 + a * 1000)
elif a == b or b == c:
    print(1000 + b * 100)
else:
    print(c * 100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91568279,gksdid,맞았습니다!!,32412,36,Python 3,"a, b, c = map(int, input().split())

if a == b == c:
    print(a * 1000 + 10000)
elif a == b or b == c or a == c:
    print((a if a == b or a == c else b) * 100 + 1000)
else:
    print(max(a, b, c) * 100)
"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91567873,ynch213,맞았습니다!!,32412,32,Python 3,"A,B,C = input().split()
A = int(A)
B = int(B)
C = int(C)

if A == B == C:
    print(10000+A*1000)
elif A == B or A == C:
    print(1000+A*100)
elif B == C:
    print(1000+B*100)
else:
    print(100*max(A,B,C))"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91567513,space4196,맞았습니다!!,32412,36,Python 3,"a, b, c = map(int, input().split())

if a == b and b == c:
    print(10000+a*1000)
elif a == b:
    print(1000+a*100)
elif a == c:
    print(1000+a*100)
elif b == c:
    print(1000+b*100)
else:
    print(max(a,b,c)*100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91567490,space4196,컴파일 에러,,,Python 3,"a, b, c = map(int, input().split())

if a = b and b= c:
    print(10000+a*1000)
elif a = b:
    print(1000+a*100)
elif a = c:
    print(1000+a*100)
elif b=c:
    print(1000+b*100)
else:
    print(max(a,b,c)*100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91567474,space4196,컴파일 에러,,,Python 3,"a, b, c = map(int, input().split())

if a = b = c:
    print(10000+a*1000)
elif a = b:
    print(1000+a*100)
elif a = c:
    print(1000+a*100)
elif b=c:
    print(1000+b*100)
else:
    print(max(a,b,c)*100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91564808,seminj,맞았습니다!!,32412,40,Python 3,"A, B, C = map(int, input().split())

if A==B==C :
    print(10000+A*1000)
elif A==B :
    print(1000+A*100)
elif A==C :
    print(1000+A*100)
elif B==C:
    print(1000+B*100)
else :
    print(max(A, B, C)*100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91563770,i89oi89o,맞았습니다!!,32412,36,Python 3,"a,b,c = map(int, input().split())

if a == b == c:
    print(10000 + a * 1000)
elif a == b or a == c:
    print(1000 + a * 100)
elif b == c:
    print(1000 + b * 100)
else:
    print(max(a,b,c) * 100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91562593,myforest,맞았습니다!!,32412,36,Python 3,"# 주사위 눈 입력받기
a, b, c = map(int, input().split())

# 상금 계산
if a == b == c:  # 세 눈이 모두 같을 때
    prize = 10000 + a * 1000
elif a == b or a == c:  # 두 눈이 같을 때 (a와 b가 같거나 a와 c가 같음)
    prize = 1000 + a * 100
elif b == c:  # 두 눈이 같을 때 (b와 c가 같음)
    prize = 1000 + b * 100
else:  # 모두 다른 눈일 때
    prize = max(a, b, c) * 100

# 결과 출력
print(prize)
"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91561814,wavevaw,맞았습니다!!,32544,36,Python 3,"F, S, T = map(int, input().split(' '))
lst = [F, S, T]
if len(set(lst)) == 1:
    print(10000 + F*1000)
elif len(set(lst)) == 2:
    for i in range(len(lst)):
        if lst.count(lst[i]) == 2:
            a = lst[i]
    print(1000 + a*100)
elif len(set(lst)) == 3:
    print(sorted(lst, reverse = True)[0]*100)"
2480번,주사위 세개,46.738%,"수학, 구현, 사칙연산, 많은 조건 분기",91560937,hyun0103,맞았습니다!!,32412,36,Python 3,"a, b, c = map(int, input("""").split())

prize = 0
if a == b == c:
    prize = 10000 + a * 1000
elif a != b and b != c and a != c:
    prize = max(a, b, c) * 100
else:
    if a == b or a == c:
        prize = 1000 + a * 100
    elif b == c:
        prize = 1000 + b * 100

print(prize)
"
2530번,인공지능 시계,46.416%,"수학, 사칙연산",91531098,binga,맞았습니다!!,32412,40,Python 3,"hour, min, sec = map(int, input().split())       # hour: 현재 시각 min: 현재 분 sec: 현재 초
cook = int(input())                              # cook: 요리하는 데 드는 시간(초)

sec += cook
min += sec // 60
hour += min // 60

print(hour%24, min%60, sec%60)"
2530번,인공지능 시계,46.416%,"수학, 사칙연산",91522437,chl268612,맞았습니다!!,32412,44,Python 3,"a,b,c = map(int,input().split())
d = int(input())
b += d//60
c += d%60
a1 = 0
b1 = 0
while c>= 60:
    c -= 60
    b1 += 1
b2 = b+b1
while b2>= 60:
    b2 -= 60
    a1 += 1
a2 = a+a1
while a2 >=24:
    a2 -= 24
print(a2,b2,c)"
2530번,인공지능 시계,46.416%,"수학, 사칙연산",91521967,chl268612,틀렸습니다,,,Python 3,"a,b,c = map(int,input().split())
d = int(input())
b += d//60
c += d%60
a1 = 0
b1 = 0
while b>= 60:
    b -= 60
    a1 += 1
while c>= 60:
    c -= 60
    b1 += 1
print(a+a1,b+b1,c)"
2530번,인공지능 시계,46.416%,"수학, 사칙연산",91516501,ohseongmin0614,맞았습니다!!,32412,36,Python 3,"h,m,s = map(int,input().split())
add = int(input())

s += add
m += s//60
h += m//60
print(h%24,m%60,s%60)"
2557번,Hello World,39.441%,구현,91577964,sniff0331,맞았습니다!!,32412,36,Python 3,print('Hello World!')
2557번,Hello World,39.441%,구현,91577916,sniff0331,틀렸습니다,,,Python 3,print('Hello World');
2557번,Hello World,39.441%,구현,91577906,sniff0331,틀렸습니다,,,Python 3,print('Hello World')
2557번,Hello World,39.441%,구현,91577848,fromnowon,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2557번,Hello World,39.441%,구현,91577276,sidcatkr,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2557번,Hello World,39.441%,구현,91576229,hyerin1203,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2557번,Hello World,39.441%,구현,91575446,25010627,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2557번,Hello World,39.441%,구현,91575352,rbals0326,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2557번,Hello World,39.441%,구현,91574284,sungjojo,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2557번,Hello World,39.441%,구현,91573252,kevinyu1234,틀렸습니다,,,Python 3,"print(""Hello World1"")"
2557번,Hello World,39.441%,구현,91572248,kkunu50,맞았습니다!!,32412,32,Python 3,"print(""Hello World!"")"
2588번,곱셈,46.441%,"수학, 사칙연산",91578220,jun20091027,맞았습니다!!,32412,36,Python 3,"a = int(input())
b = int(input())
print(a * (b % 100 % 10))
print(a * (b % 100 // 10))
print(a * (b // 100))
print(a*b)"
2588번,곱셈,46.441%,"수학, 사칙연산",91577595,min1101,런타임 에러 (ValueError),,,Python 3,"a,b=input().split()

a=int(a)
b=int(b)

c=b//100
d=(b-100*c)//10
e=(b-100*c-10*d)//1

c=int(c)
d=int(d)
e=int(e)

print(a*e)
print(a*d)
print(a*c)
print(a*b)"
